RequestID,RequestDateKey,ClosedDateKey,ClientID,AdvisorID,EmployerID,RequestType,Touchpoint,Severity,SLA_Days,ActualDays,ResolutionStatus,CSAT
REQ995977836193,20250210,20250212,CLT184463507,,,Advisor Support,Call Centre,Medium,2,2,Resolved,4
REQ689280534136,20240916,20240917,CLT792578217,,,Coverage Question,Client Portal/App,Low,2,1,Resolved,4
REQ799790840297,20241115,20241116,CLT581481396,ADV2465026,,Claim Inquiry,Email,Low,2,1,Resolved,4
REQ786750717374,20240902,20240905,CLT556413796,ADV6657853,EMP27571824,Payment Issue,Call Centre,Medium,2,3,Resolved,5
REQ763134080490,20251008,20251009,CLT349869409,ADV0672118,EMP43155042,Address Change,Chat,Low,3,1,Resolved,
REQ103417205001,20240819,20240820,CLT548233624,ADV5678778,,Coverage Question,Client Portal/App,Low,2,1,Resolved,5
REQ187439961010,20250327,,CLT214449161,ADV0547866,EMP93070778,Plan Setup,Email,Low,7,,Escalated,
REQ627305171489,20241109,,CLT777608252,ADV3224779,,Coverage Question,Email,Low,2,,Escalated,
REQ898759312430,20241019,,CLT725010010,ADV1738796,,Coverage Question,Call Centre,Medium,2,,Escalated,
REQ940555546114,20250628,,CLT555134537,ADV1477178,,Advisor Support,Chat,Low,2,,Escalated,
REQ018639523577,20251120,20251123,CLT553996940,,,Coverage Question,Call Centre,Low,2,3,Resolved,4
REQ678029361525,20230916,20230916,CLT076816322,ADV8817348,EMP14118728,Payment Issue,Call Centre,Low,2,0,Resolved,4
REQ169805685856,20230207,20230209,CLT203390607,ADV2614390,,Coverage Question,Call Centre,Low,2,2,Resolved,
REQ283764609530,20240625,20240625,CLT317275422,,,Password Reset,Call Centre,High,1,0,Resolved,5
REQ456296818213,20230803,20230804,CLT973257417,ADV8268494,,Claim Inquiry,Client Portal/App,Low,2,1,Resolved,5
REQ388429358641,20250926,20250929,CLT794635227,ADV6898787,EMP82757752,Claim Inquiry,Client Portal/App,Low,2,3,Resolved,4
REQ946983423054,20240904,,CLT581682701,ADV8422650,,Password Reset,Email,Low,1,,Pending,
REQ387558561263,20231008,20231010,CLT391039657,ADV8268494,EMP15066074,Coverage Question,Advisor Portal,Medium,2,2,Resolved,
REQ270245658912,20240828,20240829,CLT573767930,ADV9473832,,Password Reset,Call Centre,Low,1,1,Resolved,
REQ427902104500,20251020,,CLT213224293,ADV8588843,EMP71463009,Address Change,Client Portal/App,Low,3,,Pending,
REQ383632757351,20231010,20231013,CLT537728298,,EMP81207238,Password Reset,Chat,Low,1,3,Resolved,3
REQ245791381027,20240517,20240520,CLT183710073,ADV2980924,EMP95906096,Payment Issue,Call Centre,Medium,2,3,Resolved,
REQ901193649104,20230822,,CLT979946898,,EMP81415903,Claim Inquiry,Advisor Portal,Low,2,,Escalated,
REQ067342552265,20250917,20250918,CLT555368687,ADV9881375,EMP75192090,Payment Issue,Advisor Portal,High,2,1,Resolved,4
REQ428823700896,20240412,20240412,CLT263375163,ADV6220712,,Password Reset,Email,Low,1,0,Resolved,4
REQ906203051927,20230724,20230727,CLT614360482,,,Address Change,Call Centre,Low,3,3,Resolved,5
REQ976022058132,20230209,20230210,CLT365894695,,EMP00308058,Claim Inquiry,Call Centre,Low,2,1,Resolved,4
REQ945866747311,20240204,20240206,CLT791523700,,EMP77975425,Coverage Question,Call Centre,Low,2,2,Resolved,4
REQ032698370382,20241227,20241230,CLT796650110,ADV2253243,,Address Change,Client Portal/App,Low,3,3,Resolved,5
REQ981609573316,20240621,20240623,CLT633787924,,EMP75417148,Password Reset,Advisor Portal,Low,1,2,Resolved,
REQ800051349721,20250826,20250829,CLT031948399,,,Advisor Support,Chat,Low,2,3,Resolved,4
REQ095511363005,20251010,20251010,CLT350019269,,,Claim Inquiry,Call Centre,Low,2,0,Resolved,5
REQ606093031369,20230602,20230605,CLT606233195,ADV1996511,,Claim Inquiry,Chat,Low,2,3,Resolved,
REQ983208971220,20250926,20250926,CLT821525194,,,Password Reset,Call Centre,Medium,1,0,Resolved,3
REQ908723991275,20240424,20240426,CLT507316780,ADV2961811,,Claim Inquiry,Email,Low,2,2,Resolved,3
REQ149582570136,20241023,,CLT541964180,,EMP28274235,Advisor Support,Client Portal/App,Low,2,,Escalated,
REQ925196494174,20251003,20251003,CLT814961952,ADV5695653,,Claim Inquiry,Call Centre,Low,2,0,Resolved,3
REQ701882152725,20250217,20250301,CLT170196418,ADV1463527,EMP51431059,Appeal,Client Portal/App,Low,10,12,Resolved,4
REQ266245541684,20240724,20240727,CLT326192067,ADV5695653,,Coverage Question,Advisor Portal,High,2,3,Resolved,
REQ992653696613,20241220,20241221,CLT937629466,ADV8255683,,Password Reset,Email,Low,1,1,Resolved,4
REQ434249774112,20240124,20240126,CLT624663858,ADV4355340,EMP92775629,Password Reset,Client Portal/App,Medium,1,2,Resolved,
REQ985688940982,20250716,20250716,CLT476730982,ADV5968997,,Coverage Question,Call Centre,Low,2,0,Resolved,
REQ895513471998,20241018,20241019,CLT040859008,,EMP02052757,Coverage Question,Chat,Medium,2,1,Resolved,4
REQ638870184687,20230402,20230402,CLT100080654,ADV1144292,EMP00367831,Coverage Question,Advisor Portal,Medium,2,0,Resolved,3
REQ146935794144,20240501,20240501,CLT742264994,ADV3529095,,Coverage Question,Advisor Portal,Medium,2,0,Resolved,4
REQ283726919832,20240727,20240729,CLT926766721,ADV9771177,EMP56589196,Coverage Question,Client Portal/App,Low,2,2,Resolved,5
REQ709464227401,20251126,20251126,CLT823714601,ADV3151962,EMP18763346,Password Reset,Call Centre,Medium,1,0,Resolved,4
REQ291294336572,20230807,20230811,CLT410227272,,EMP50643757,Address Change,Advisor Portal,Low,3,4,Resolved,
REQ886879819073,20240601,20240603,CLT699177647,,,Claim Inquiry,Chat,Low,2,2,Resolved,
REQ272144527107,20230510,20230512,CLT007867056,,,Claim Inquiry,Email,Medium,2,2,Resolved,
REQ866613282834,20250718,20250728,CLT702890832,,EMP54959241,Plan Setup,Call Centre,Medium,7,10,Resolved,
REQ606124271918,20250921,20250921,CLT287751844,ADV8232111,,Claim Inquiry,Call Centre,Low,2,0,Resolved,
REQ043039731769,20250512,20250512,CLT125057466,ADV6422244,,Password Reset,Advisor Portal,Low,1,0,Resolved,5
REQ932799672433,20250923,,CLT530632448,ADV6992869,,Beneficiary Update,Email,Low,5,,Pending,
REQ042200743366,20241118,20241121,CLT136605929,ADV2948561,,Payment Issue,Call Centre,Medium,2,3,Resolved,4
REQ885192299754,20251023,,CLT412111553,ADV9672498,,Beneficiary Update,Email,Low,5,,Escalated,
REQ257686075088,20250305,20250305,CLT942357854,ADV2921403,EMP59303978,Password Reset,Call Centre,Medium,1,0,Resolved,
REQ952611234432,20250128,,CLT602303616,ADV4563891,EMP93076607,Appeal,Client Portal/App,Low,10,,Escalated,
REQ796671269152,20230825,,CLT642701416,,,Claim Inquiry,Call Centre,Low,2,,Escalated,
REQ095323607309,20241122,20241123,CLT659045263,ADV3541888,,Payment Issue,Client Portal/App,Low,2,1,Resolved,
REQ021558261721,20240613,,CLT980930285,ADV4424159,,Advisor Support,Chat,High,2,,Escalated,
REQ046256099087,20231209,20231212,CLT263744046,,EMP97559238,Address Change,Call Centre,Low,3,3,Resolved,4
REQ980255313295,20241214,20241216,CLT004792587,ADV8804210,EMP74595702,Advisor Support,Client Portal/App,Low,2,2,Resolved,
REQ999669610269,20230315,20230316,CLT833439214,,EMP13123104,Password Reset,Call Centre,Low,1,1,Resolved,
REQ185462335180,20250803,20250807,CLT314116813,ADV3623181,,Beneficiary Update,Client Portal/App,Medium,5,4,Resolved,
REQ323121579476,20230717,,CLT612182626,ADV7024219,,Coverage Question,Call Centre,Medium,2,,Escalated,
REQ385154370431,20240502,20240503,CLT289098844,ADV5281656,EMP77975425,Password Reset,Email,Low,1,1,Resolved,4
REQ582026718356,20231018,20231020,CLT858218743,,EMP38317406,Password Reset,Chat,Low,1,2,Resolved,5
REQ683485104010,20230713,20230715,CLT159580704,ADV8804210,,Claim Inquiry,Email,Low,2,2,Resolved,5
REQ584501868071,20231007,20231008,CLT358233449,ADV5520976,,Claim Inquiry,Client Portal/App,Low,2,1,Resolved,4
REQ212187433007,20230414,20230416,CLT855705487,ADV3378188,EMP88918045,Claim Inquiry,Email,Medium,2,2,Resolved,
REQ760128657409,20240519,20240521,CLT848385549,,EMP28835560,Address Change,Chat,Low,3,2,Resolved,4
REQ919258816729,20250224,20250224,CLT649162066,ADV4767401,,Password Reset,Call Centre,Low,1,0,Resolved,4
REQ882334199739,20230609,20230611,CLT779581102,ADV4107922,,Payment Issue,Advisor Portal,Medium,2,2,Resolved,
REQ996136495718,20240126,,CLT708390216,ADV4807061,EMP73847107,Appeal,Client Portal/App,Low,10,,Escalated,
REQ960919133496,20250512,,CLT483245813,ADV2039404,EMP05808826,Plan Setup,Advisor Portal,Medium,7,,Pending,
REQ687398981199,20250202,20250209,CLT696280726,ADV5545004,,Beneficiary Update,Call Centre,Medium,5,7,Resolved,4
REQ617685747993,20250304,20250304,CLT203730122,ADV7276536,EMP07495811,Claim Inquiry,Call Centre,Low,2,0,Resolved,4
REQ861717645398,20230901,20230907,CLT279733586,ADV1577933,,Beneficiary Update,Client Portal/App,Low,5,6,Resolved,4
REQ057893671228,20250715,20250724,CLT684088846,,,Plan Setup,Advisor Portal,High,7,9,Resolved,
REQ409335056740,20230316,,CLT354945255,ADV6521740,,Coverage Question,Call Centre,Low,2,,Pending,
REQ256839081156,20240301,,CLT923648611,,EMP07644806,Payment Issue,Advisor Portal,Low,2,,Pending,
REQ842530440566,20231111,20231117,CLT414076849,,EMP42446983,Plan Setup,Call Centre,Low,7,6,Resolved,
REQ742985481654,20230805,20230806,CLT257939481,ADV1324444,,Password Reset,Client Portal/App,Low,1,1,Resolved,
REQ186242642999,20240426,20240501,CLT724107118,ADV3842858,EMP13941698,Beneficiary Update,Advisor Portal,Low,5,5,Resolved,
REQ772534239967,20251219,,CLT340497087,ADV1794849,,Payment Issue,Client Portal/App,Medium,2,,Pending,
REQ422936706473,20230911,20230913,CLT339874811,ADV0350665,EMP73294044,Coverage Question,Call Centre,Medium,2,2,Resolved,
REQ455807487445,20230520,,CLT060312257,ADV8825790,,Claim Inquiry,Call Centre,Low,2,,Escalated,
REQ918559068019,20251020,,CLT954240191,ADV9718250,,Password Reset,Client Portal/App,Low,1,,Escalated,
REQ737613156267,20241016,20241016,CLT169977510,ADV4336441,EMP83503519,Advisor Support,Call Centre,Low,2,0,Resolved,4
REQ101928311051,20230407,20230408,CLT474232456,ADV1382643,,Password Reset,Client Portal/App,Medium,1,1,Resolved,4
REQ395157986590,20240324,20240325,CLT086070410,ADV4177023,EMP02075976,Claim Inquiry,Call Centre,Low,2,1,Resolved,3
REQ457554210088,20230917,20230919,CLT275188746,ADV0110156,EMP39086278,Coverage Question,Chat,Low,2,2,Resolved,
REQ123650885568,20250417,20250423,CLT098513745,ADV0605872,EMP69487327,Plan Setup,Advisor Portal,Medium,7,6,Resolved,
REQ517841716407,20241019,20241023,CLT585867435,ADV7296707,,Coverage Question,Client Portal/App,Low,2,4,Resolved,
REQ119943832120,20250320,,CLT616002728,,EMP19240120,Password Reset,Client Portal/App,Low,1,,Pending,
REQ502438435858,20250215,20250216,CLT963632206,ADV2761906,,Password Reset,Chat,Medium,1,1,Resolved,4
REQ171434623968,20250405,20250405,CLT759466744,ADV2886667,,Payment Issue,Chat,Low,2,0,Resolved,4
REQ053992647384,20230724,20230724,CLT460020339,ADV9609132,,Payment Issue,Call Centre,Low,2,0,Resolved,4
REQ124525946445,20250913,20250918,CLT543396932,ADV7990373,EMP54829355,Beneficiary Update,Chat,Low,5,5,Resolved,5
REQ839552593817,20250821,20250824,CLT367460992,,,Claim Inquiry,Client Portal/App,Medium,2,3,Resolved,4
REQ745388968909,20240207,20240208,CLT785763633,ADV5552625,EMP96446551,Claim Inquiry,Advisor Portal,Low,2,1,Resolved,5
REQ092672068540,20240411,20240411,CLT835578594,ADV6722466,EMP62209172,Password Reset,Chat,Medium,1,0,Resolved,
REQ453572292939,20230905,20230912,CLT394793297,,,Beneficiary Update,Client Portal/App,High,5,7,Resolved,4
REQ321637553090,20240802,20240813,CLT344708281,ADV1523224,,Appeal,Call Centre,Medium,10,11,Resolved,4
REQ398255317126,20231208,20231208,CLT946541771,ADV7725926,,Payment Issue,Email,Low,2,0,Resolved,
REQ863484031487,20251114,20251117,CLT170935586,ADV2886667,EMP43930471,Advisor Support,Advisor Portal,Low,2,3,Resolved,
REQ388343940804,20240321,20240324,CLT508932536,ADV5416504,EMP61548330,Address Change,Call Centre,Low,3,3,Resolved,3
REQ156841815957,20240102,20240112,CLT689881028,,,Plan Setup,Call Centre,High,7,10,Resolved,5
REQ812342596614,20230812,,CLT167686300,ADV0718021,EMP99079727,Claim Inquiry,Call Centre,Low,2,,Escalated,
REQ021407151522,20230417,,CLT000811744,ADV4626663,EMP00367831,Coverage Question,Chat,Low,2,,Escalated,
REQ903746465445,20230214,20230217,CLT323647566,,EMP30648321,Beneficiary Update,Advisor Portal,Low,5,3,Resolved,5
REQ529398087993,20240608,,CLT262984634,ADV8891512,EMP56467760,Payment Issue,Call Centre,Low,2,,Escalated,
REQ147402126284,20241002,20241005,CLT848096994,,,Claim Inquiry,Call Centre,Low,2,3,Resolved,5
REQ662935333735,20250626,,CLT865287835,ADV5426850,,Claim Inquiry,Client Portal/App,Low,2,,Pending,
REQ904037363390,20250123,20250206,CLT272357866,ADV1258167,,Appeal,Advisor Portal,Medium,10,14,Resolved,
REQ491912653853,20250918,20250924,CLT853530434,ADV7465353,,Plan Setup,Email,Low,7,6,Resolved,3
REQ898029489663,20241226,20241226,CLT610737914,ADV5381758,EMP99663103,Advisor Support,Call Centre,Low,2,0,Resolved,
REQ151040760591,20240105,20240106,CLT580823101,,EMP41246455,Claim Inquiry,Call Centre,Medium,2,1,Resolved,4
REQ678682736170,20240614,20240617,CLT849419406,ADV3422954,,Claim Inquiry,Client Portal/App,High,2,3,Resolved,
REQ486164625949,20230201,,CLT656526956,ADV2807406,,Password Reset,Call Centre,Low,1,,Escalated,
REQ994093168522,20230109,20230110,CLT947115773,,EMP26174769,Password Reset,Client Portal/App,Medium,1,1,Resolved,
REQ112102074940,20230611,20230613,CLT142755741,ADV4185207,EMP14565395,Claim Inquiry,Call Centre,Medium,2,2,Resolved,5
REQ122679288973,20240513,20240521,CLT679896878,,EMP12078835,Plan Setup,Call Centre,Low,7,8,Resolved,
REQ800262584923,20240922,20240923,CLT826492461,ADV0778975,EMP47163795,Payment Issue,Call Centre,Low,2,1,Resolved,5
REQ253444741463,20240412,20240412,CLT828845505,ADV9966141,,Password Reset,Client Portal/App,High,1,0,Resolved,5
REQ763334198898,20230304,20230305,CLT206649098,ADV1569720,,Claim Inquiry,Email,Low,2,1,Resolved,
REQ032331938550,20230215,,CLT899150872,,EMP01764712,Coverage Question,Chat,Medium,2,,Escalated,
REQ073704294124,20230926,,CLT285603391,ADV3504359,EMP91200891,Claim Inquiry,Call Centre,Medium,2,,Escalated,
REQ148119847970,20230819,20230822,CLT353789229,ADV4374813,,Address Change,Client Portal/App,Medium,3,3,Resolved,
REQ840592165004,20251104,20251105,CLT293013454,,,Claim Inquiry,Client Portal/App,Medium,2,1,Resolved,5
REQ033562727069,20240517,20240517,CLT143021077,ADV8466922,EMP39464279,Password Reset,Client Portal/App,Medium,1,0,Resolved,4
REQ812114403203,20250526,20250607,CLT007316395,ADV3360056,EMP14302539,Appeal,Call Centre,Low,10,12,Resolved,4
REQ889019374687,20230719,,CLT965287028,ADV2264945,,Payment Issue,Client Portal/App,Low,2,,Escalated,
REQ013548943692,20241212,20241213,CLT748184267,ADV8466922,EMP86884042,Payment Issue,Client Portal/App,Medium,2,1,Resolved,3
REQ680413745730,20240405,20240405,CLT754466882,ADV8087458,EMP67582701,Coverage Question,Call Centre,Low,2,0,Resolved,
REQ723147870700,20250319,20250319,CLT005562128,,EMP30034718,Password Reset,Call Centre,Low,1,0,Resolved,4
REQ127044279472,20250611,20250617,CLT433838222,ADV1603048,EMP03597751,Plan Setup,Call Centre,Low,7,6,Resolved,
REQ234723061379,20240628,20240630,CLT189282496,ADV5754124,EMP05721876,Claim Inquiry,Call Centre,Low,2,2,Resolved,4
REQ143803479768,20231023,20231023,CLT981308511,ADV4104514,EMP26705922,Password Reset,Call Centre,Low,1,0,Resolved,5
REQ413888561101,20251016,20251017,CLT748817370,ADV4300648,,Coverage Question,Call Centre,Low,2,1,Resolved,5
REQ205260559297,20251201,20251204,CLT506446763,ADV0362174,,Address Change,Client Portal/App,High,3,3,Resolved,4
REQ424388898463,20251025,20251027,CLT491364360,,,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,5
REQ503888943283,20231012,,CLT994561266,ADV1956036,EMP97630120,Claim Inquiry,Call Centre,Low,2,,Pending,
REQ400001962246,20250302,20250303,CLT579651848,ADV5166288,,Advisor Support,Client Portal/App,Medium,2,1,Resolved,
REQ608614435664,20240301,20240301,CLT428828632,,EMP89403245,Advisor Support,Client Portal/App,Low,2,0,Resolved,3
REQ442780780765,20240721,20240731,CLT779031561,,,Appeal,Call Centre,Low,10,10,Resolved,4
REQ950912467704,20250110,20250119,CLT904655792,,EMP85744683,Appeal,Email,Low,10,9,Resolved,3
REQ319267242207,20250406,20250408,CLT485530872,ADV9587168,,Advisor Support,Email,Low,2,2,Resolved,
REQ738184728953,20230515,,CLT374431780,ADV7222382,,Address Change,Call Centre,Low,3,,Escalated,
REQ535636400803,20250522,,CLT907303949,ADV6090391,EMP62209172,Coverage Question,Call Centre,Low,2,,Escalated,
REQ105720558026,20250920,20250922,CLT056685856,ADV3782165,,Claim Inquiry,Call Centre,Low,2,2,Resolved,5
REQ266845823353,20241220,20241222,CLT795030271,,,Coverage Question,Call Centre,Low,2,2,Resolved,5
REQ882464875988,20230813,20230826,CLT809868546,ADV0475444,EMP31206964,Appeal,Client Portal/App,Medium,10,13,Resolved,
REQ797327616003,20250725,20250802,CLT646225156,ADV4300648,EMP10999865,Beneficiary Update,Advisor Portal,High,5,8,Resolved,
REQ297589736673,20240802,,CLT810837576,ADV4161647,EMP09009180,Claim Inquiry,Email,Medium,2,,Pending,
REQ642545375587,20230119,20230120,CLT399280452,ADV1603048,,Advisor Support,Email,Medium,2,1,Resolved,
REQ358420436925,20241220,20241227,CLT244518544,ADV4338714,,Beneficiary Update,Call Centre,Medium,5,7,Resolved,
REQ518749157172,20250122,20250127,CLT182264396,ADV1220938,,Beneficiary Update,Call Centre,Low,5,5,Resolved,
REQ277366836544,20240403,20240407,CLT060364324,ADV5351871,EMP41360280,Advisor Support,Call Centre,High,2,4,Resolved,4
REQ155120351485,20251103,20251106,CLT379314455,ADV6165307,,Claim Inquiry,Call Centre,Medium,2,3,Resolved,3
REQ069671170076,20240602,20240604,CLT915088714,ADV6796533,EMP41643256,Payment Issue,Call Centre,Low,2,2,Resolved,5
REQ397493404730,20250920,20250927,CLT189402537,,EMP95512835,Plan Setup,Advisor Portal,Low,7,7,Resolved,
REQ575823105764,20230523,,CLT673379962,,,Payment Issue,Call Centre,Low,2,,Escalated,
REQ808893968049,20250618,20250618,CLT852887599,ADV5379233,EMP05808826,Payment Issue,Client Portal/App,Low,2,0,Resolved,5
REQ842516171473,20251213,20251219,CLT013134635,ADV1727595,EMP07608097,Plan Setup,Call Centre,Low,7,6,Resolved,4
REQ570869124406,20240924,20241002,CLT536837177,,,Plan Setup,Call Centre,Medium,7,8,Resolved,
REQ269793282586,20250523,,CLT227054909,,,Claim Inquiry,Client Portal/App,Low,2,,Escalated,
REQ515019272311,20230104,20230105,CLT626084491,,EMP58735572,Payment Issue,Call Centre,Medium,2,1,Resolved,4
REQ166906349118,20241124,20241128,CLT315091862,ADV4200602,EMP21676113,Claim Inquiry,Call Centre,Medium,2,4,Resolved,
REQ342792417132,20250928,20250928,CLT570696012,ADV3529095,EMP92461557,Payment Issue,Advisor Portal,Low,2,0,Resolved,5
REQ688108756427,20240611,20240613,CLT363735520,,,Coverage Question,Call Centre,Low,2,2,Resolved,5
REQ235613298418,20251025,20251028,CLT768057048,ADV7296707,EMP49219104,Coverage Question,Call Centre,Low,2,3,Resolved,4
REQ973357821202,20231125,,CLT200226825,ADV9384912,EMP87728845,Claim Inquiry,Advisor Portal,Low,2,,Escalated,
REQ899904344051,20250120,20250122,CLT777430571,ADV8754851,EMP70451236,Payment Issue,Call Centre,Medium,2,2,Resolved,5
REQ218330449246,20230909,20230918,CLT030966654,,EMP95810810,Appeal,Email,Low,10,9,Resolved,5
REQ093282285942,20230110,,CLT305244056,ADV2253243,EMP86989228,Password Reset,Client Portal/App,Low,1,,Escalated,
REQ419752924916,20250409,20250412,CLT629340011,ADV4258749,EMP10667948,Password Reset,Advisor Portal,Low,1,3,Resolved,
REQ242756006619,20250519,,CLT602303616,ADV4563891,EMP93076607,Password Reset,Client Portal/App,Low,1,,Escalated,
REQ530018058082,20240813,20240814,CLT491574216,,EMP68133320,Address Change,Call Centre,Low,3,1,Resolved,
REQ555595582302,20240403,20240413,CLT109293016,,EMP71374907,Appeal,Call Centre,Low,10,10,Resolved,4
REQ241977595941,20231209,,CLT579317077,ADV7222382,,Claim Inquiry,Chat,Low,2,,Escalated,
REQ831402078467,20230512,20230513,CLT577156573,ADV8445715,,Claim Inquiry,Advisor Portal,Low,2,1,Resolved,
REQ792680222816,20251119,20251121,CLT140312828,,EMP87044491,Password Reset,Call Centre,Low,1,2,Resolved,
REQ134606896266,20231228,20240102,CLT329092889,ADV2846008,,Beneficiary Update,Call Centre,Low,5,5,Resolved,4
REQ430175085459,20250528,20250531,CLT054620252,,EMP41246455,Address Change,Call Centre,Low,3,3,Resolved,
REQ511237326337,20250913,20250915,CLT899777352,ADV2465026,,Advisor Support,Client Portal/App,Low,2,2,Resolved,
REQ986963825037,20240225,20240226,CLT588285269,ADV5268427,,Claim Inquiry,Advisor Portal,Low,2,1,Resolved,5
REQ032563611254,20230426,20230509,CLT601635973,ADV0924068,EMP54755399,Appeal,Advisor Portal,Medium,10,13,Resolved,5
REQ242312952485,20251127,20251128,CLT936039543,ADV5678778,,Claim Inquiry,Advisor Portal,Medium,2,1,Resolved,5
REQ489722193046,20230106,20230108,CLT937083668,,EMP49608889,Advisor Support,Client Portal/App,Low,2,2,Resolved,
REQ363771369140,20240307,20240308,CLT169977510,ADV4336441,EMP83503519,Payment Issue,Email,Low,2,1,Resolved,
REQ979268846734,20230506,20230508,CLT454551661,ADV3245480,EMP43930471,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,4
REQ391753481497,20250704,20250709,CLT023916373,ADV9550208,,Claim Inquiry,Call Centre,Low,2,5,Resolved,
REQ913512174860,20230604,20230606,CLT458651075,ADV1016502,,Advisor Support,Advisor Portal,Medium,2,2,Resolved,
REQ348058133636,20240715,20240717,CLT047806100,ADV2334023,EMP04185304,Claim Inquiry,Call Centre,Low,2,2,Resolved,5
REQ210197269305,20250911,,CLT947115773,,EMP26174769,Claim Inquiry,Advisor Portal,Medium,2,,Pending,
REQ941445625827,20231201,20231205,CLT338417217,ADV4676687,,Address Change,Call Centre,Low,3,4,Resolved,
REQ686555426417,20250118,20250118,CLT185286322,ADV1414165,,Password Reset,Advisor Portal,Low,1,0,Resolved,3
REQ746980984167,20231118,20231119,CLT358688733,ADV9169308,EMP15240344,Coverage Question,Chat,Low,2,1,Resolved,5
REQ023995226166,20230823,20230825,CLT508322365,ADV1011456,,Advisor Support,Advisor Portal,Medium,2,2,Resolved,4
REQ298414020452,20250905,20250908,CLT530657096,ADV3797901,EMP29385766,Coverage Question,Advisor Portal,Medium,2,3,Resolved,
REQ963142471351,20241025,20241025,CLT589521465,ADV3878818,EMP35921280,Claim Inquiry,Call Centre,Low,2,0,Resolved,
REQ088420439715,20230116,20230121,CLT423658491,ADV7635177,EMP20597777,Claim Inquiry,Advisor Portal,Low,2,5,Resolved,
REQ480036697864,20230402,20230403,CLT655987101,ADV3207388,,Claim Inquiry,Call Centre,Low,2,1,Resolved,
REQ380457616175,20230620,20230623,CLT198146417,ADV5996102,,Claim Inquiry,Client Portal/App,Low,2,3,Resolved,5
REQ899973750018,20230413,20230418,CLT067768622,ADV7580942,EMP28274235,Coverage Question,Call Centre,High,2,5,Resolved,4
REQ637298356223,20240622,20240623,CLT365090405,ADV6586365,EMP85744683,Claim Inquiry,Call Centre,Medium,2,1,Resolved,4
REQ131667450204,20230111,20230113,CLT226152185,,EMP97394541,Advisor Support,Email,Medium,2,2,Resolved,4
REQ282691043712,20240313,20240315,CLT344991769,,,Beneficiary Update,Call Centre,Low,5,2,Resolved,3
REQ367923988569,20230623,20230624,CLT447761987,ADV1414165,EMP63728301,Claim Inquiry,Email,Low,2,1,Resolved,
REQ216818214359,20241109,20241111,CLT004018015,ADV7793302,EMP17940815,Claim Inquiry,Email,Low,2,2,Resolved,
REQ339227366362,20251115,,CLT218201643,ADV2495596,,Password Reset,Email,High,1,,Escalated,
REQ959485480309,20230906,20230909,CLT925023634,ADV6652514,EMP35577283,Advisor Support,Advisor Portal,High,2,3,Resolved,
REQ425655379036,20231228,20231228,CLT693543393,ADV0672118,EMP50643757,Claim Inquiry,Call Centre,Low,2,0,Resolved,
REQ218179496738,20251226,20251227,CLT079294129,ADV2536698,EMP97559238,Payment Issue,Call Centre,Low,2,1,Resolved,4
REQ687478642677,20240123,20240127,CLT470978443,,EMP97630120,Claim Inquiry,Client Portal/App,Medium,2,4,Resolved,4
REQ809251110052,20240415,20240415,CLT702506730,ADV7222382,EMP75098573,Payment Issue,Client Portal/App,Low,2,0,Resolved,3
REQ716140735367,20250620,20250621,CLT958012326,,,Claim Inquiry,Advisor Portal,Low,2,1,Resolved,3
REQ881914829707,20240709,20240709,CLT332086656,ADV1013818,EMP54514210,Claim Inquiry,Call Centre,Low,2,0,Resolved,5
REQ136525137906,20230627,20230706,CLT974356750,ADV5706657,EMP64404388,Appeal,Chat,Low,10,9,Resolved,3
REQ952117511635,20250505,,CLT334310912,ADV0421209,EMP04421004,Address Change,Advisor Portal,Low,3,,Escalated,
REQ073771963897,20230521,20230524,CLT106563136,ADV0112363,,Address Change,Call Centre,Low,3,3,Resolved,5
REQ731352286053,20240523,20240601,CLT985476931,ADV8206610,,Appeal,Advisor Portal,Low,10,9,Resolved,4
REQ003953891131,20240322,,CLT380782110,ADV4295753,,Claim Inquiry,Client Portal/App,Low,2,,Escalated,
REQ292592630330,20231216,20231220,CLT792578217,,,Claim Inquiry,Advisor Portal,Medium,2,4,Resolved,
REQ024556391964,20230225,20230226,CLT073462307,ADV7222382,EMP46892960,Coverage Question,Advisor Portal,Low,2,1,Resolved,5
REQ259694928150,20240503,20240506,CLT491266398,,EMP29938798,Claim Inquiry,Call Centre,Low,2,3,Resolved,
REQ397040657649,20240210,20240212,CLT325761018,ADV1556184,,Payment Issue,Email,Low,2,2,Resolved,
REQ860522913317,20230507,20230512,CLT671659678,ADV4508608,,Address Change,Call Centre,Medium,3,5,Resolved,5
REQ966590371878,20240501,,CLT000925943,,EMP02614714,Plan Setup,Call Centre,Medium,7,,Escalated,
REQ463368435321,20250104,,CLT767636263,ADV1996511,,Payment Issue,Client Portal/App,Low,2,,Escalated,
REQ227865957616,20240102,20240103,CLT659676286,ADV4628188,,Payment Issue,Call Centre,High,2,1,Resolved,
REQ988750837830,20250115,20250118,CLT073144126,ADV8154701,EMP68025763,Claim Inquiry,Call Centre,Low,2,3,Resolved,
REQ649814118384,20240515,,CLT041171365,ADV4355340,EMP47979902,Claim Inquiry,Client Portal/App,Medium,2,,Escalated,
REQ222146352281,20250707,20250709,CLT452296147,,EMP09346608,Payment Issue,Chat,High,2,2,Resolved,
