PolicyID,ClientID,EmployerID,AdvisorID,ProductCode,PolicyStartDate,PolicyEndDate,PolicyStatus,PaymentMode,UnderwritingClass,PlanTier,SumAssured,PremiumOrRate
POL1794817213,CLT598172598,EMP80361676,ADV3378188,GB_STD,2021-06-02,,Active,Monthly,,Single,,61.43
POL2413853460,CLT916234576,,ADV6893386,GB_DENTAL,2019-08-12,,Active,Monthly,,Single,,57.84
POL4153266296,CLT651838077,,ADV3964002,GB_DENTAL,2020-02-07,,Active,Monthly,,Single,,71.5
POL0514699407,CLT899148623,EMP43644421,ADV5676366,GB_HEALTH,2021-01-04,2024-11-02,Lapsed,Bi-Weekly,,Single,,89.5
POL1043137759,CLT219990829,EMP70451236,ADV1264271,GB_DENTAL,2025-04-02,,Active,Monthly,,Single,,69.21
POL0555158530,CLT445770735,EMP51730910,,GRS_DC,2019-02-12,,Active,Annual,,,,0.74
POL1475212634,CLT097131716,EMP44159431,ADV3207388,GB_LTD,2021-05-20,,Active,Bi-Weekly,,Couple,,142.47
POL6181932592,CLT443302621,EMP05753837,ADV2978816,GB_DENTAL,2019-04-20,,Active,Monthly,,Single,,61.2
POL0009785355,CLT259044795,EMP19817170,ADV4830916,GB_HEALTH,2022-12-30,,Active,Monthly,,Single,,101.74
POL3598991555,CLT314356759,EMP27571824,ADV5996102,GRS_RRSP,2024-11-22,,Active,Monthly,,,,0.79
POL9518849749,CLT328476559,EMP09266481,ADV3561690,GB_HEALTH,2024-05-01,,Active,Monthly,,Single,,118.77
POL5315574940,CLT414809101,,ADV0588323,IND_LIFE_TERM,2017-02-24,,Active,Bi-Weekly,Standard,,46654,13.16
POL9456440232,CLT786588469,,ADV5739974,GB_LTD,2019-04-14,,Active,Monthly,,Single,,69.05
POL2705704563,CLT513947206,EMP88918045,ADV6343720,GB_LTD,2017-06-03,,Active,Annual,,Single,,128.67
POL2714323571,CLT744932007,EMP78429434,ADV5314257,GB_LTD,2023-06-23,2019-10-15,Matured,Monthly,,Single,,61.65
POL3068930120,CLT880795905,,ADV1954666,GRS_DC,2023-03-23,,Active,Monthly,,,,0.71
POL8148572842,CLT923801057,,ADV4295753,GB_HEALTH,2018-03-30,,Active,Monthly,,Couple,,173.16
POL9772278318,CLT126558466,,ADV4161647,GB_STD,2018-08-05,,Active,Monthly,,Family,,182.69
POL7574044880,CLT206649098,,ADV1569720,GB_HEALTH,2020-01-19,,Active,Bi-Weekly,,Single,,70.78
POL9326984874,CLT289535840,EMP50643757,ADV0708482,GB_HEALTH,2022-05-28,2023-08-07,Cancelled,Monthly,,Single,,51.48
POL6963944148,CLT576245109,EMP20689917,,GB_HEALTH,2019-03-30,2024-01-03,Lapsed,Monthly,,Single,,90.74
POL6282338059,CLT300944623,EMP84203808,ADV4567234,IND_LIFE_TERM,2022-04-26,,Active,Monthly,Preferred,,63205,13.35
POL4504162944,CLT224619713,,,IND_LIFE_PERM,2022-01-08,,Active,Monthly,Simplified,,327412,158.18
POL5610750266,CLT021621547,,,IND_LIFE_TERM,2021-07-15,,Active,Monthly,Standard,,154570,33.08
POL3606198661,CLT912363533,,ADV6893386,GB_DENTAL,2025-06-04,,Active,Monthly,,Couple,,141.73
POL6148649891,CLT014900015,EMP01587507,ADV2254701,GRS_RRSP,2023-11-16,,Active,Monthly,,,,0.26
POL8815891274,CLT092643201,EMP73079048,ADV6786789,GB_STD,2022-10-11,,Active,Monthly,,Single,,71.94
POL1842355066,CLT687893840,EMP07904412,ADV5969127,GB_LTD,2018-07-12,,Active,Monthly,,Single,,110.1
POL4254058025,CLT107707664,EMP09346608,,GB_HEALTH,2024-02-05,,Active,Monthly,,Single,,102.11
POL7966033258,CLT620757985,,,GRS_RRSP,2015-12-18,,Active,Monthly,,,,0.63
POL5335958881,CLT770393852,EMP75005611,,GB_LTD,2019-08-04,,Active,Monthly,,Family,,308.21
POL4863026440,CLT197350782,EMP89188734,,GB_DENTAL,2017-11-16,2020-05-31,Lapsed,Monthly,,Family,,270.19
POL6256369109,CLT930671337,EMP49602753,,IND_LIFE_PERM,2020-09-26,,Active,Monthly,Rated,,66032,25.44
POL0982238379,CLT268862376,,,GB_DENTAL,2018-07-30,,Active,Monthly,,Family,,168.2
POL9500427456,CLT571458082,EMP90698319,,GB_DENTAL,2020-09-13,2022-10-09,Cancelled,Monthly,,Family,,152.77
POL2136376985,CLT973368007,,ADV9461466,GB_STD,2017-03-27,,Active,Monthly,,Single,,113.63
POL9859618895,CLT374789996,,ADV3636739,IND_LIFE_PERM,2023-09-24,2019-02-07,Lapsed,Monthly,Preferred,,130978,28.54
POL0310177101,CLT914805237,,,GB_HEALTH,2022-05-29,,Active,Monthly,,Family,,261.04
POL1841388103,CLT035663865,,,GB_HEALTH,2015-09-18,,Active,Monthly,,Family,,102.36
POL0231573175,CLT737678447,EMP35339303,ADV2333456,GB_STD,2016-02-24,2019-02-20,Matured,Monthly,,Couple,,142.34
POL8319713957,CLT380981559,,ADV4724778,IND_LIFE_TERM,2018-06-20,,Active,Annual,Preferred,,125549,21.46
POL9112656164,CLT674542650,EMP63925524,ADV6467727,GRS_RRSP,2022-05-13,,Active,Annual,,,,0.52
POL4105389836,CLT856886077,,ADV8481195,GB_HEALTH,2024-11-07,,Active,Monthly,,Single,,163.29
POL5614642639,CLT264603147,EMP08128894,ADV7413491,IND_LIFE_PERM,2016-11-07,,Active,Monthly,Simplified,,58979,24.6
POL1027473090,CLT504289035,EMP93889385,ADV0750677,GB_HEALTH,2020-02-28,,Active,Monthly,,Single,,52.55
POL3923567398,CLT590582887,EMP50885306,ADV0778975,IND_LIFE_TERM,2015-03-01,,Active,Monthly,Standard,,97042,38.27
POL7770709017,CLT717557370,,ADV1414165,IND_LIFE_PERM,2025-04-21,,Active,Monthly,Preferred,,59584,25.5
POL6702235315,CLT339874811,EMP73294044,ADV0350665,GB_LTD,2022-03-14,,Active,Monthly,,Single,,55.44
POL9956653203,CLT945665387,,,GB_HEALTH,2017-09-06,,Active,Monthly,,Single,,63.21
POL4257883325,CLT597790246,EMP54755399,,GRS_DC,2017-05-22,,Active,Monthly,,,,0.57
POL5010972193,CLT009912148,,ADV5800037,GB_HEALTH,2022-12-17,2022-03-28,Cancelled,Monthly,,Single,,90.06
POL8672630266,CLT225982846,EMP24142036,ADV7032682,IND_LIFE_TERM,2022-12-21,,Active,Bi-Weekly,Simplified,,72480,23.2
POL4803738430,CLT745507971,EMP20039031,ADV1843067,GB_HEALTH,2022-01-20,,Active,Monthly,,Family,,152.77
POL5188072289,CLT257287017,,ADV0044032,GB_HEALTH,2016-04-20,2022-07-11,Lapsed,Monthly,,Family,,213.95
POL5858295415,CLT128822132,EMP42923952,,GB_DENTAL,2025-07-18,,Active,Monthly,,Single,,86.83
POL7443611391,CLT031203913,,ADV0916528,GB_DENTAL,2018-09-28,2023-10-13,Cancelled,Annual,,Single,,43.27
POL5068297920,CLT972224964,EMP63633655,ADV1464332,IND_LIFE_TERM,2021-10-11,2024-04-25,Cancelled,Monthly,Simplified,,57934,17.7
POL4307167620,CLT138732325,EMP69487327,ADV7032682,GRS_DC,2019-11-24,,Active,Annual,,,,0.39
POL4340354371,CLT556122494,,,GRS_DC,2019-09-24,,Active,Monthly,,,,0.39
POL8344475760,CLT262892298,EMP19444700,ADV8274365,GB_HEALTH,2021-10-29,,Active,Monthly,,Couple,,149.47
POL4904240691,CLT974313568,EMP74901923,ADV5678778,GRS_DC,2015-05-19,,Active,Monthly,,,,0.16
POL5214059779,CLT906329453,,ADV1324444,GB_HEALTH,2019-08-15,,Active,Monthly,,Single,,126.27
POL7779618392,CLT578332810,,ADV7258821,GB_DENTAL,2020-03-19,,Active,Bi-Weekly,,Family,,226.11
POL9912085695,CLT001406178,,ADV5801806,IND_LIFE_PERM,2017-10-10,,Active,Monthly,Preferred,,66236,21.63
POL5693148545,CLT983085295,EMP84666210,,IND_LIFE_PERM,2024-04-30,,Active,Monthly,Simplified,,95670,16.68
POL3126240858,CLT950846820,,ADV2596033,GB_DENTAL,2015-12-05,2019-09-21,Matured,Bi-Weekly,,Single,,89.33
POL1072865847,CLT112469804,,ADV9529192,GB_DENTAL,2018-03-20,,Active,Monthly,,Single,,49.26
POL9427387087,CLT043007555,EMP07608097,ADV8466375,GB_HEALTH,2019-03-11,,Active,Bi-Weekly,,Single,,133.31
POL9576607447,CLT647672226,EMP12210954,ADV2569519,GB_STD,2018-11-21,,Active,Monthly,,Single,,63.92
POL7845474418,CLT374702790,EMP80900470,ADV8588843,WEALTH_SEG,2017-06-18,,Active,Monthly,,,,0.62
POL7118550268,CLT164155789,,,GRS_RRSP,2025-05-23,,Active,Bi-Weekly,,,,0.48
POL2682064338,CLT042047508,EMP35045382,ADV6821408,GB_HEALTH,2025-10-16,,Active,Monthly,,Couple,,76.71
POL1925612132,CLT375142107,EMP08838788,ADV4185207,IND_LIFE_PERM,2017-03-19,,Active,Monthly,Rated,,63417,33.95
POL9633781653,CLT548947048,EMP14565395,ADV2783919,IND_HEALTH,2020-12-25,,Active,Monthly,Standard,,81753,20.18
POL0298705417,CLT604171969,EMP92036505,ADV0641106,GB_STD,2015-06-27,2023-03-29,Matured,Monthly,,Family,,100.62
POL5485271496,CLT962711339,EMP74901923,ADV7137575,GB_HEALTH,2023-08-21,,Active,Monthly,,Single,,92.29
POL0106492047,CLT162156741,,ADV3862371,GB_DENTAL,2024-06-01,,Active,Monthly,,Single,,62.03
POL8567403418,CLT484916705,,ADV7737987,IND_LIFE_TERM,2018-01-23,,Active,Monthly,Rated,,129976,22.88
POL5896764172,CLT555366283,,ADV5020391,GB_STD,2020-03-06,,Active,Annual,,Single,,82.83
POL8947517175,CLT157587016,,,GB_HEALTH,2025-06-29,,Active,Bi-Weekly,,Family,,43.72
POL3207608907,CLT374060140,,,GB_HEALTH,2024-06-30,,Active,Monthly,,Single,,83.54
POL5460623168,CLT893310328,,ADV2722414,GB_DENTAL,2021-05-10,,Active,Bi-Weekly,,Single,,82.0
POL7934630050,CLT287417910,EMP11544478,,GB_HEALTH,2015-03-02,,Active,Monthly,,Single,,73.97
POL6348668941,CLT169000538,EMP63116236,,IND_LIFE_TERM,2025-04-05,,Active,Monthly,Rated,,74086,12.0
POL4676543232,CLT249225961,EMP06985094,ADV4492250,GB_HEALTH,2018-04-26,,Active,Monthly,,Single,,78.14
POL3272297286,CLT551528559,,,GB_HEALTH,2019-08-05,,Active,Monthly,,Single,,128.41
POL8858447272,CLT175846458,EMP31183391,ADV2171045,GB_HEALTH,2025-03-16,,Active,Monthly,,Single,,39.13
POL0509845296,CLT278207701,EMP17940815,ADV4455742,IND_HEALTH,2016-05-20,,Active,Monthly,Simplified,,58592,12.0
POL4901813261,CLT830869545,EMP17039132,ADV6983708,GB_HEALTH,2022-05-09,,Active,Monthly,,Single,,63.11
POL2439737534,CLT690121901,EMP50024740,,GB_HEALTH,2015-06-01,,Active,Monthly,,Single,,94.71
POL0397769793,CLT295790350,,ADV4892901,GB_HEALTH,2022-01-09,,Active,Monthly,,Single,,34.14
POL7122589109,CLT499633022,EMP84203808,ADV6586365,GB_DENTAL,2016-03-11,,Active,Monthly,,Single,,103.06
POL5306217970,CLT453103296,,ADV1956036,GB_LTD,2017-03-01,2020-01-23,Matured,Monthly,,Family,,165.92
POL2206018075,CLT923034418,EMP82499938,ADV2098858,GRS_RRSP,2016-10-08,,Active,Monthly,,,,0.5
POL6728523886,CLT491928471,,ADV0109168,GB_LTD,2016-03-12,2019-11-04,Lapsed,Monthly,,Family,,148.81
POL9403131543,CLT325328583,EMP82757752,ADV6983708,GB_DENTAL,2020-10-01,,Active,Monthly,,Single,,116.25
POL1672797051,CLT872158924,,,IND_LIFE_PERM,2023-07-17,,Active,Monthly,Standard,,106552,41.05
POL4965769661,CLT046699343,EMP21676113,ADV4424159,IND_LIFE_TERM,2015-12-27,,Active,Annual,Rated,,84473,16.24
POL8531585385,CLT109117350,,ADV4374813,IND_LIFE_PERM,2017-09-18,,Active,Monthly,Standard,,127690,28.78
POL8680729195,CLT251693366,,ADV7284447,GB_HEALTH,2022-06-29,,Active,Monthly,,Family,,129.78
POL9322549970,CLT635221693,EMP04128718,ADV1818717,IND_HEALTH,2015-02-10,,Active,Bi-Weekly,Standard,,75171,13.07
POL8903412893,CLT455523173,,ADV8535585,GB_DENTAL,2020-03-29,,Active,Monthly,,Single,,119.93
POL4867173396,CLT329092889,,ADV2846008,GB_DENTAL,2016-01-30,,Active,Bi-Weekly,,Couple,,135.18
POL9636086423,CLT775383269,,ADV1164480,GB_STD,2019-08-15,,Active,Bi-Weekly,,Family,,225.01
POL4627283855,CLT632910152,EMP88281543,,GB_HEALTH,2024-05-24,,Active,Monthly,,Couple,,47.58
POL1586632293,CLT434083808,,ADV8268953,GRS_RRSP,2019-12-21,,Active,Monthly,,,,0.69
POL7257672308,CLT390110167,EMP84203808,ADV0992060,GB_HEALTH,2019-02-23,2020-12-25,Cancelled,Annual,,Single,,69.18
POL6114147444,CLT271934687,EMP15314639,,GB_HEALTH,2022-01-09,,Active,Monthly,,Single,,114.88
POL1029018508,CLT960160108,,ADV4437550,GB_HEALTH,2023-01-07,,Active,Bi-Weekly,,Single,,56.9
POL1300153978,CLT784687641,EMP35577283,ADV5152685,GB_HEALTH,2016-03-01,2019-04-02,Lapsed,Bi-Weekly,,Couple,,100.05
POL0870268769,CLT012331782,,ADV5379233,GB_DENTAL,2023-05-05,,Active,Monthly,,Single,,90.11
POL7396161648,CLT931806161,,,GB_DENTAL,2017-09-30,,Active,Bi-Weekly,,Single,,77.02
POL1031383123,CLT458058744,,ADV7725926,GB_LTD,2020-12-23,,Active,Monthly,,Single,,148.52
POL5883934508,CLT768302652,,ADV5552625,GB_HEALTH,2020-09-09,,Active,Bi-Weekly,,Couple,,184.0
POL8989401806,CLT950476227,,ADV7327371,GRS_DC,2015-01-12,,Active,Monthly,,,,0.56
POL7883762855,CLT381208400,,ADV8817348,GB_STD,2015-10-07,,Active,Monthly,,Single,,108.41
POL7868597293,CLT528460121,,ADV2039404,GB_HEALTH,2023-03-02,,Active,Monthly,,Couple,,97.49
POL2299113410,CLT131438784,,,GB_STD,2016-06-06,,Active,Bi-Weekly,,Single,,110.99
POL3957858317,CLT731954925,EMP14140632,,GB_HEALTH,2021-08-21,,Active,Monthly,,Family,,182.76
POL7130672431,CLT954096102,EMP83304477,ADV6265141,GB_STD,2020-05-29,,Active,Monthly,,Single,,97.67
POL8703965164,CLT638811215,,,GB_HEALTH,2025-08-31,,Active,Monthly,,Single,,68.99
POL2138530492,CLT454435070,,ADV2961815,GRS_DC,2022-04-30,,Active,Monthly,,,,0.15
POL5684835081,CLT866537224,,ADV5166288,GB_HEALTH,2020-12-14,,Active,Monthly,,Family,,191.45
POL0416346980,CLT645742055,EMP99217310,ADV3878818,GB_DENTAL,2018-05-03,,Active,Bi-Weekly,,Single,,65.23
POL8105319684,CLT847819441,EMP01088171,,IND_LIFE_PERM,2017-06-02,,Active,Bi-Weekly,Standard,,118610,31.88
POL9264954447,CLT861943760,EMP10999865,,GRS_DC,2024-05-23,,Active,Monthly,,,,0.56
POL8464913911,CLT921948061,,ADV0588323,IND_HEALTH,2016-10-24,,Active,Monthly,Preferred,,105856,22.24
POL7070030433,CLT568552908,EMP14140632,,GB_LTD,2024-01-06,,Active,Monthly,,Family,,111.78
POL5404769765,CLT581105495,,ADV4355340,GB_DENTAL,2023-01-03,2023-01-11,Lapsed,Monthly,,Family,,320.0
POL1372511538,CLT029485246,EMP71374907,ADV3067771,GB_HEALTH,2025-11-26,,Active,Annual,,Couple,,81.41
POL1373656903,CLT587996546,,ADV3782206,IND_LIFE_TERM,2023-12-14,,Active,Monthly,Simplified,,58029,26.19
POL0823917324,CLT745030279,,ADV8466922,GRS_DC,2020-08-05,,Active,Monthly,,,,0.92
POL9957883163,CLT826484678,,,GRS_DC,2024-02-23,,Active,Monthly,,,,0.8
POL9601954314,CLT116082500,,,GB_DENTAL,2025-03-04,,Active,Monthly,,Single,,91.42
POL1150464389,CLT102114862,,ADV1948398,GB_HEALTH,2017-03-14,,Active,Monthly,,Single,,55.79
POL3584408596,CLT293013454,,,GB_DENTAL,2016-04-17,,Active,Monthly,,Couple,,84.62
POL6298884159,CLT444039731,EMP67483516,ADV4338714,GB_STD,2019-08-07,,Active,Monthly,,Family,,172.37
POL3495213857,CLT023916373,,ADV9550208,GRS_DC,2019-10-03,2023-11-24,Cancelled,Monthly,,,,0.56
POL6602761087,CLT424505143,,ADV4200602,GRS_DC,2020-05-20,,Active,Monthly,,,,0.21
POL0368528902,CLT381000731,EMP86661725,ADV9066504,GB_HEALTH,2018-05-31,,Active,Annual,,Family,,258.58
POL6915278481,CLT726814620,EMP93296265,ADV2403998,GB_DENTAL,2015-05-01,,Active,Monthly,,Couple,,125.03
POL6465787199,CLT186301571,EMP70259119,ADV0073829,GB_HEALTH,2022-07-08,,Active,Monthly,,Couple,,235.32
POL2929179502,CLT497267253,,,IND_LIFE_TERM,2015-04-16,,Active,Bi-Weekly,Preferred,,42286,12.0
POL7682548746,CLT260790536,EMP98100512,,GB_HEALTH,2016-11-20,,Active,Monthly,,Family,,238.94
POL1240623507,CLT843724657,EMP46093065,,IND_LIFE_TERM,2022-09-14,,Active,Bi-Weekly,Rated,,47686,20.38
POL1891206451,CLT819449118,EMP69514066,ADV6966898,GB_HEALTH,2025-06-14,,Active,Monthly,,Family,,183.54
POL8727616245,CLT278207701,EMP17940815,ADV4455742,GB_HEALTH,2025-10-14,,Active,Monthly,,Couple,,104.72
POL5084317431,CLT442622518,EMP16967284,ADV3519576,IND_LIFE_TERM,2015-12-04,,Active,Monthly,Standard,,75425,22.01
POL4415667730,CLT456873092,,ADV0344897,GB_DENTAL,2025-01-18,,Active,Bi-Weekly,,Single,,89.69
POL2006736200,CLT461777042,EMP95223526,ADV5412186,GB_HEALTH,2024-08-23,,Active,Monthly,,Couple,,84.99
POL0113986911,CLT701225953,EMP58735572,ADV4476194,GB_HEALTH,2024-05-12,,Active,Monthly,,Single,,75.74
POL7620735717,CLT021902276,EMP27277472,ADV8898789,GB_DENTAL,2025-01-09,,Active,Monthly,,Couple,,126.57
POL3135138069,CLT902399880,,ADV4336441,GB_DENTAL,2022-01-15,,Active,Monthly,,Family,,224.45
POL2156811679,CLT932016869,EMP56236260,,IND_LIFE_PERM,2025-05-31,,Active,Monthly,Simplified,,151077,113.63
POL9351715919,CLT935271546,EMP37525827,ADV8274365,GB_DENTAL,2023-06-14,2022-02-11,Lapsed,Monthly,,Single,,89.52
POL4160768680,CLT474510311,EMP78225547,ADV0005578,GB_DENTAL,2016-11-24,,Active,Monthly,,Single,,91.76
POL8494585548,CLT608624214,EMP54550121,,IND_LIFE_TERM,2020-12-27,2020-09-10,Matured,Monthly,Standard,,36784,12.0
POL5421814187,CLT340382903,,,GRS_DC,2017-05-27,,Active,Bi-Weekly,,,,0.64
POL2326447611,CLT574070690,EMP08451612,ADV2211353,GB_HEALTH,2017-10-12,,Active,Monthly,,Single,,122.69
POL0147646181,CLT269830126,EMP67537882,ADV4098157,GRS_DC,2015-04-09,,Active,Monthly,,,,0.46
POL2803334777,CLT476829207,,ADV9813773,IND_LIFE_TERM,2024-10-27,,Active,Monthly,Simplified,,55120,32.44
POL0355338106,CLT184860403,,,GB_DENTAL,2023-09-21,,Active,Monthly,,Single,,48.35
POL8376422012,CLT378267661,EMP38247990,ADV9394009,IND_LIFE_TERM,2022-10-29,2023-03-10,Cancelled,Annual,Standard,,65037,24.17
POL0113819717,CLT833594433,,,GRS_DC,2021-09-09,,Active,Monthly,,,,0.56
POL6161751790,CLT659089791,EMP48004357,,GB_LTD,2017-02-14,,Active,Monthly,,Couple,,184.75
POL9252615356,CLT193399603,EMP81637086,ADV2822836,GB_HEALTH,2015-05-13,,Active,Bi-Weekly,,Couple,,194.2
POL7812300598,CLT988869370,,ADV0118157,GB_HEALTH,2019-07-04,2021-06-29,Lapsed,Monthly,,Family,,181.5
POL8781263794,CLT342964606,EMP11655756,ADV5438904,GB_HEALTH,2015-11-17,2021-12-11,Lapsed,Monthly,,Single,,51.06
POL2478355513,CLT850927886,EMP41717974,,GB_LTD,2024-10-28,,Active,Monthly,,Couple,,101.66
POL9788059838,CLT634165352,,ADV2759595,GB_HEALTH,2021-04-18,,Active,Monthly,,Family,,200.81
POL4891831343,CLT675641027,,ADV2668171,GB_HEALTH,2019-06-10,,Active,Monthly,,Couple,,85.8
POL4764596463,CLT530632448,,ADV6992869,GB_DENTAL,2021-08-23,,Active,Monthly,,Family,,110.36
POL4324564245,CLT882757466,EMP75192090,,GB_HEALTH,2025-03-04,,Active,Monthly,,Single,,85.84
POL3570911410,CLT324033780,EMP32604877,,IND_LIFE_TERM,2022-11-30,,Active,Bi-Weekly,Simplified,,80670,13.33
POL9728194166,CLT738110030,EMP79949566,,IND_LIFE_PERM,2017-10-25,,Active,Bi-Weekly,Simplified,,283308,98.03
POL9288663521,CLT659676286,,ADV4628188,GB_STD,2025-09-25,,Active,Monthly,,Family,,224.37
POL0644956289,CLT440643231,,ADV1220760,GB_HEALTH,2018-03-13,,Active,Monthly,,Family,,222.18
POL1243814931,CLT413323042,,ADV1843067,GB_HEALTH,2025-04-05,,Active,Monthly,,Single,,80.95
POL4872798912,CLT239510480,,,IND_LIFE_TERM,2017-03-23,,Active,Monthly,Rated,,142489,32.84
POL5333254281,CLT823199921,EMP12210954,ADV5314257,GB_DENTAL,2025-04-15,,Active,Monthly,,Family,,214.14
POL2484254112,CLT206447916,,ADV3273676,GB_DENTAL,2015-12-07,,Active,Annual,,Family,,187.49
POL2614292723,CLT148390012,EMP67537882,ADV7413491,GB_HEALTH,2018-08-07,,Active,Bi-Weekly,,Single,,136.47
POL8658179972,CLT337701889,EMP60553980,ADV8466922,GB_DENTAL,2020-11-24,,Active,Bi-Weekly,,Family,,259.09
POL8891619829,CLT712560126,EMP72457427,,IND_LIFE_TERM,2024-02-22,,Active,Monthly,Standard,,102952,40.03
POL7153668245,CLT042788608,EMP93076607,ADV7793302,GB_HEALTH,2016-01-07,,Active,Bi-Weekly,,Single,,137.51
POL0045936695,CLT438951827,,ADV2846008,GB_DENTAL,2017-09-08,,Active,Monthly,,Single,,115.73
POL3495573269,CLT056206373,,ADV6535026,IND_LIFE_TERM,2021-10-07,,Active,Monthly,Simplified,,84700,20.46
POL7249915248,CLT623237061,EMP14646266,ADV6631350,GB_DENTAL,2025-05-13,,Active,Bi-Weekly,,Family,,177.26
POL8218198266,CLT940083858,EMP79567236,,GB_HEALTH,2015-09-20,,Active,Monthly,,Family,,129.08
POL5190354262,CLT630598070,,ADV2842054,GB_HEALTH,2025-11-30,,Active,Bi-Weekly,,Single,,50.45
POL3754325144,CLT364118002,EMP15700806,ADV0916528,GB_DENTAL,2021-06-22,,Active,Monthly,,Family,,242.9
POL7163307555,CLT748033859,,,GB_STD,2018-03-11,,Active,Monthly,,Single,,78.57
POL8187851127,CLT928494432,EMP93296265,ADV2761906,GB_DENTAL,2020-10-10,,Active,Monthly,,Single,,72.41
POL0550534557,CLT869589730,,,IND_LIFE_TERM,2019-04-03,,Active,Bi-Weekly,Simplified,,36755,12.0
POL8574621958,CLT501635860,EMP98462855,ADV5362138,GB_DENTAL,2023-06-17,,Active,Monthly,,Family,,244.65
POL3873391275,CLT473688500,,,GRS_DC,2022-07-22,,Active,Monthly,,,,0.44
POL4383827577,CLT564920690,EMP93070778,ADV3782206,GB_DENTAL,2022-10-08,,Active,Monthly,,Couple,,131.08
POL3947104052,CLT341028535,EMP41507011,ADV5794798,GB_DENTAL,2020-12-03,,Active,Monthly,,Single,,111.47
POL0977305137,CLT157483115,EMP86171599,ADV9611738,GB_LTD,2021-08-02,2019-04-01,Cancelled,Monthly,,Single,,25.0
POL9361910086,CLT132321731,EMP08880395,ADV8574469,GB_DENTAL,2020-02-22,,Active,Monthly,,Single,,114.16
POL6875959388,CLT033879619,EMP95223526,,GB_HEALTH,2025-10-07,,Active,Monthly,,Couple,,188.98
POL9786093197,CLT092094120,,,GB_DENTAL,2022-12-15,,Active,Monthly,,Single,,96.08
POL1668518462,CLT659001140,EMP34337803,ADV0073829,GB_DENTAL,2018-08-07,,Active,Monthly,,Family,,177.33
POL4250110868,CLT358846569,EMP32186164,ADV1789019,IND_LIFE_TERM,2022-06-10,,Active,Bi-Weekly,Rated,,66583,27.06
POL6000118326,CLT974356750,EMP64404388,ADV5706657,GRS_DC,2025-05-21,,Active,Monthly,,,,0.11
POL3014536938,CLT395278404,,ADV8898789,GB_DENTAL,2018-12-11,,Active,Bi-Weekly,,Single,,41.3
POL2428934170,CLT692500114,EMP35780123,ADV2582608,GB_LTD,2016-12-01,,Active,Monthly,,Single,,61.57
POL4866013485,CLT935098873,,,GB_HEALTH,2021-10-19,,Active,Monthly,,Single,,74.01
POL9077081881,CLT009276556,EMP69769493,ADV4724778,GB_HEALTH,2017-11-07,,Active,Monthly,,Single,,98.27
POL0831331134,CLT041322586,EMP95237488,,GB_DENTAL,2025-07-02,,Active,Bi-Weekly,,Family,,185.55
POL1770695587,CLT131757398,EMP82356989,ADV1876842,GRS_DC,2017-02-10,,Active,Monthly,,,,0.57
POL5799807422,CLT452558487,,ADV8039891,GB_HEALTH,2025-01-21,,Active,Monthly,,Single,,43.36
POL4339874688,CLT976081768,EMP25684028,ADV8087458,GB_DENTAL,2015-03-11,,Active,Bi-Weekly,,Single,,105.7
POL9339928288,CLT159961230,,,GB_DENTAL,2023-06-09,,Active,Monthly,,Single,,107.13
POL7974586528,CLT628642984,EMP36784932,ADV1738796,GB_HEALTH,2022-04-12,,Active,Bi-Weekly,,Single,,102.61
POL1194373178,CLT636893929,,ADV3589506,GB_HEALTH,2024-08-17,,Active,Monthly,,Single,,103.86
POL4808404903,CLT528608551,,ADV8232111,GRS_DC,2020-04-10,,Active,Monthly,,,,0.48
POL8253640173,CLT372140540,EMP31358376,ADV4506667,IND_HEALTH,2015-08-08,,Active,Monthly,Preferred,,30835,12.0
POL2152743641,CLT841418092,,,GB_HEALTH,2018-11-11,,Active,Monthly,,Couple,,152.9
POL3119287410,CLT503641168,,ADV2948605,GB_DENTAL,2017-03-27,,Active,Monthly,,Family,,252.03
POL0411045665,CLT993674234,,,GB_HEALTH,2018-06-29,,Active,Monthly,,Couple,,143.63
POL7180939513,CLT247313044,EMP10214810,ADV1773030,GB_STD,2019-12-12,,Active,Monthly,,Single,,118.41
POL2982000337,CLT343768893,EMP95810810,ADV9100310,GB_STD,2015-10-21,,Active,Monthly,,Family,,122.78
POL3870992631,CLT342180187,EMP16277695,,GRS_DC,2018-09-20,,Active,Monthly,,,,0.1
POL8430798545,CLT524144306,EMP24337297,ADV1623438,IND_LIFE_TERM,2024-10-16,,Active,Monthly,Simplified,,108330,28.58
POL1493603313,CLT455463134,EMP71991845,,GB_DENTAL,2016-12-28,,Active,Monthly,,Single,,98.32
POL6568035892,CLT076163583,,,GB_HEALTH,2024-08-03,,Active,Monthly,,Single,,120.06
POL6061626292,CLT225675452,EMP96446551,ADV6782481,GB_HEALTH,2018-04-30,,Active,Bi-Weekly,,Couple,,119.37
POL1551290663,CLT378567217,,ADV6595530,GB_HEALTH,2023-12-31,,Active,Monthly,,Single,,71.36
POL3534812753,CLT516360340,,ADV1556184,GB_HEALTH,2018-10-27,,Active,Monthly,,Family,,261.23
POL1395184368,CLT535318930,,ADV9373984,GB_DENTAL,2017-08-20,,Active,Monthly,,Single,,90.9
POL9118842267,CLT077300973,EMP80900470,,GB_HEALTH,2020-05-20,,Active,Bi-Weekly,,Family,,209.11
POL1138112179,CLT227307346,,,IND_LIFE_TERM,2019-12-09,,Active,Monthly,Simplified,,103696,18.25
